,teamname,league,year,gameid,side,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,result,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
1435,Diversion Gaming,HW,2025,LOLTMNT02_222187,Red,Olaf,K'Sante,Ambessa,Pantheon,Cho'Gath,Rell,Olaf,Skarner,Viktor,Ezreal,Maokai,1,3406.0,4927.0,92.0,3344.0,5190.0,91.0,62.0,-263.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5780.0,7347.0,132.0,4995.0,7532.0,133.0,785.0,-185.0,-1.0,2.0,2.0,0.0,0.0,2.0,1.0,7813.0,10578.0,188.0,7741.0,11407.0,187.0,72.0,-829.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,9850.0,13300.0,232.0,9222.0,13341.0,224.0,628.0,-41.0,8.0,2.0,3.0,1.0,1.0,2.0,2.0
1436,Diversion Gaming,HW,2025,LOLTMNT02_222220,Blue,Jax,Ambessa,Nocturne,K'Sante,Rumble,Azir,Jax,Wukong,Vladimir,Corki,Rell,1,3235.0,4647.0,65.0,3434.0,4525.0,88.0,-199.0,122.0,-23.0,1.0,0.0,0.0,0.0,0.0,1.0,4725.0,7079.0,107.0,5368.0,7507.0,145.0,-643.0,-428.0,-38.0,1.0,0.0,0.0,0.0,0.0,1.0,6402.0,9383.0,148.0,8007.0,11116.0,200.0,-1605.0,-1733.0,-52.0,1.0,0.0,1.0,1.0,0.0,2.0,7721.0,11587.0,169.0,9552.0,12859.0,235.0,-1831.0,-1272.0,-66.0,1.0,4.0,1.0,1.0,2.0,3.0
1437,Tan'i eSports CZ,HW,2025,LOLTMNT02_222220,Red,Jayce,Kalista,Skarner,Mel,Olaf,Syndra,Jayce,Maokai,Akali,Varus,Nautilus,0,3434.0,4525.0,88.0,3235.0,4647.0,65.0,199.0,-122.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,5368.0,7507.0,145.0,4725.0,7079.0,107.0,643.0,428.0,38.0,0.0,0.0,1.0,1.0,0.0,0.0,8007.0,11116.0,200.0,6402.0,9383.0,148.0,1605.0,1733.0,52.0,1.0,0.0,2.0,1.0,0.0,1.0,9552.0,12859.0,235.0,7721.0,11587.0,169.0,1831.0,1272.0,66.0,1.0,2.0,3.0,1.0,4.0,1.0
1438,Once Upon A Team,ROL,2025,LOLTMNT02_222239,Blue,K'Sante,Vi,Corki,Varus,Ambessa,Xin Zhao,K'Sante,Wukong,Aurora,Kai'Sa,Nautilus,1,3045.0,4524.0,75.0,3127.0,4335.0,77.0,-82.0,189.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,4522.0,7212.0,116.0,4644.0,6496.0,112.0,-122.0,716.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6061.0,9329.0,144.0,7078.0,9167.0,155.0,-1017.0,162.0,-11.0,0.0,3.0,1.0,0.0,0.0,2.0,7194.0,11267.0,171.0,9215.0,11406.0,193.0,-2021.0,-139.0,-22.0,0.0,4.0,1.0,1.0,1.0,2.0
1439,Senshi eSports,ROL,2025,LOLTMNT02_222239,Red,Jayce,Skarner,Rell,Kalista,Leona,Pyke,Jayce,Sejuani,Mel,Ezreal,Karma,0,3127.0,4335.0,77.0,3045.0,4524.0,75.0,82.0,-189.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4644.0,6496.0,112.0,4522.0,7212.0,116.0,122.0,-716.0,-4.0,0.0,0.0,1.0,0.0,0.0,0.0,7078.0,9167.0,155.0,6061.0,9329.0,144.0,1017.0,-162.0,11.0,0.0,0.0,2.0,0.0,3.0,1.0,9215.0,11406.0,193.0,7194.0,11267.0,171.0,2021.0,139.0,22.0,1.0,1.0,2.0,0.0,4.0,1.0
1440,Team UNiTY,HW,2025,LOLTMNT02_222256,Blue,K'Sante,Zac,Maokai,Yone,Azir,Syndra,K'Sante,Lillia,Ambessa,Varus,Neeko,1,3017.0,4429.0,67.0,2769.0,4312.0,58.0,248.0,117.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4958.0,7100.0,103.0,3856.0,5964.0,83.0,1102.0,1136.0,20.0,1.0,0.0,1.0,0.0,0.0,2.0,7149.0,10499.0,150.0,5789.0,9088.0,133.0,1360.0,1411.0,17.0,2.0,1.0,1.0,0.0,0.0,3.0,9352.0,12423.0,162.0,6587.0,9950.0,140.0,2765.0,2473.0,22.0,4.0,7.0,1.0,0.0,1.0,5.0
1441,Inside Games,HW,2025,LOLTMNT02_222256,Red,Poppy,Skarner,Zyra,Mel,Kalista,Corki,Poppy,Sejuani,Hwei,Ezreal,Karma,0,2769.0,4312.0,58.0,3017.0,4429.0,67.0,-248.0,-117.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,3856.0,5964.0,83.0,4958.0,7100.0,103.0,-1102.0,-1136.0,-20.0,0.0,0.0,2.0,1.0,0.0,1.0,5789.0,9088.0,133.0,7149.0,10499.0,150.0,-1360.0,-1411.0,-17.0,0.0,0.0,3.0,2.0,1.0,1.0,6587.0,9950.0,140.0,9352.0,12423.0,162.0,-2765.0,-2473.0,-22.0,0.0,1.0,5.0,4.0,7.0,1.0
1442,MY STAR,RL,2025,LOLTMNT02_222278,Blue,Wukong,Ivern,Rumble,Sejuani,Rell,Leona,Wukong,Xin Zhao,Orianna,Ezreal,Nautilus,0,2867.0,4528.0,64.0,3385.0,4958.0,92.0,-518.0,-430.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,4882.0,7218.0,111.0,5189.0,7789.0,144.0,-307.0,-571.0,-33.0,1.0,0.0,0.0,0.0,0.0,0.0,6203.0,9208.0,143.0,7618.0,10234.0,182.0,-1415.0,-1026.0,-39.0,1.0,0.0,1.0,1.0,0.0,0.0,7792.0,11324.0,183.0,10096.0,13621.0,225.0,-2304.0,-2297.0,-42.0,1.0,0.0,2.0,3.0,1.0,0.0
1443,Back2TheGame,RL,2025,LOLTMNT02_222278,Red,Ambessa,Annie,Nocturne,Varus,Skarner,Vi,Ambessa,Maokai,Corki,Kai'Sa,Alistar,1,3385.0,4958.0,92.0,2867.0,4528.0,64.0,518.0,430.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5189.0,7789.0,144.0,4882.0,7218.0,111.0,307.0,571.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,7618.0,10234.0,182.0,6203.0,9208.0,143.0,1415.0,1026.0,39.0,1.0,0.0,0.0,1.0,0.0,1.0,10096.0,13621.0,225.0,7792.0,11324.0,183.0,2304.0,2297.0,42.0,3.0,1.0,0.0,1.0,0.0,2.0
1444,Aurora,ROL,2025,LOLTMNT02_222290,Blue,Renekton,Draven,Ivern,Vi,Garen,Sion,Renekton,Jarvan IV,Syndra,Corki,Alistar,0,2988.0,4420.0,73.0,3424.0,4250.0,76.0,-436.0,170.0,-3.0,0.0,0.0,1.0,1.0,0.0,0.0,5017.0,7417.0,125.0,4830.0,6463.0,117.0,187.0,954.0,8.0,1.0,0.0,1.0,1.0,0.0,2.0,7214.0,10579.0,173.0,6446.0,8771.0,146.0,768.0,1808.0,27.0,1.0,1.0,1.0,2.0,0.0,3.0,9285.0,13597.0,230.0,8312.0,11976.0,201.0,973.0,1621.0,29.0,1.0,2.0,2.0,2.0,1.0,3.0
1445,Jörmungang,ROL,2025,LOLTMNT02_222290,Red,Darius,Pantheon,Mel,Skarner,K'Sante,Gnar,Darius,Maokai,Hwei,Ezreal,Rell,1,3424.0,4250.0,76.0,2988.0,4420.0,73.0,436.0,-170.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,4830.0,6463.0,117.0,5017.0,7417.0,125.0,-187.0,-954.0,-8.0,1.0,0.0,2.0,1.0,0.0,1.0,6446.0,8771.0,146.0,7214.0,10579.0,173.0,-768.0,-1808.0,-27.0,2.0,0.0,3.0,1.0,1.0,1.0,8312.0,11976.0,201.0,9285.0,13597.0,230.0,-973.0,-1621.0,-29.0,2.0,1.0,3.0,1.0,2.0,2.0
1446,Nongshim RedForce,LCK,2025,LOLTMNT02_222394,Blue,Rumble,K'Sante,Poppy,Xayah,Ambessa,Camille,Rumble,Vi,Yone,Ashe,Braum,0,3299.0,4876.0,88.0,3115.0,4282.0,76.0,184.0,594.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5006.0,7419.0,137.0,5140.0,7294.0,129.0,-134.0,125.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,6783.0,10134.0,182.0,6812.0,10081.0,172.0,-29.0,53.0,10.0,0.0,3.0,0.0,1.0,0.0,1.0,8164.0,12135.0,208.0,8832.0,12584.0,210.0,-668.0,-449.0,-2.0,0.0,4.0,1.0,2.0,0.0,2.0
1447,Gen.G,LCK,2025,LOLTMNT02_222394,Red,Galio,Skarner,Kalista,Jayce,Kai'Sa,Zeri,Galio,Nidalee,Sett,Ezreal,Leona,1,3115.0,4282.0,76.0,3299.0,4876.0,88.0,-184.0,-594.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,5140.0,7294.0,129.0,5006.0,7419.0,137.0,134.0,-125.0,-8.0,1.0,0.0,0.0,0.0,1.0,0.0,6812.0,10081.0,172.0,6783.0,10134.0,182.0,29.0,-53.0,-10.0,1.0,0.0,1.0,0.0,3.0,0.0,8832.0,12584.0,210.0,8164.0,12135.0,208.0,668.0,449.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0
1448,Nongshim RedForce,LCK,2025,LOLTMNT02_222398,Blue,Ambessa,K'Sante,Varus,Xayah,Karma,Sylas,Ambessa,Sejuani,Mel,Miss Fortune,Nautilus,0,3389.0,5004.0,83.0,3393.0,4972.0,86.0,-4.0,32.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,6092.0,7411.0,123.0,4886.0,6936.0,125.0,1206.0,475.0,-2.0,3.0,1.0,0.0,0.0,2.0,1.0,7914.0,10343.0,167.0,7275.0,10489.0,165.0,639.0,-146.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,9975.0,12795.0,207.0,8987.0,11924.0,181.0,988.0,871.0,26.0,4.0,1.0,2.0,3.0,4.0,3.0
1449,Gen.G,LCK,2025,LOLTMNT02_222398,Red,Camille,Skarner,Kalista,Jayce,Lillia,Maokai,Camille,Xin Zhao,Aurora,Kai'Sa,Poppy,1,3393.0,4972.0,86.0,3389.0,5004.0,83.0,4.0,-32.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4886.0,6936.0,125.0,6092.0,7411.0,123.0,-1206.0,-475.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,7275.0,10489.0,165.0,7914.0,10343.0,167.0,-639.0,146.0,-2.0,2.0,3.0,1.0,3.0,1.0,2.0,8987.0,11924.0,181.0,9975.0,12795.0,207.0,-988.0,-871.0,-26.0,3.0,4.0,3.0,4.0,1.0,2.0
1450,Nongshim RedForce,LCK,2025,LOLTMNT02_222411,Blue,Anivia,K'Sante,Varus,Azir,Twitch,Xayah,Anivia,Lillia,Corki,Jinx,Renata Glasc,1,2786.0,4559.0,61.0,2662.0,3831.0,53.0,124.0,728.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4468.0,7447.0,109.0,4080.0,5943.0,89.0,388.0,1504.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,6616.0,10796.0,146.0,5945.0,9349.0,136.0,671.0,1447.0,10.0,1.0,1.0,1.0,0.0,3.0,1.0,8422.0,15114.0,193.0,8697.0,11858.0,183.0,-275.0,3256.0,10.0,1.0,1.0,2.0,0.0,3.0,1.0
1451,Gen.G,LCK,2025,LOLTMNT02_222411,Red,Jax,Skarner,Kalista,Jayce,Rell,Tahm Kench,Jax,Wukong,Sylas,Ziggs,Rakan,0,2662.0,3831.0,53.0,2786.0,4559.0,61.0,-124.0,-728.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,4080.0,5943.0,89.0,4468.0,7447.0,109.0,-388.0,-1504.0,-20.0,0.0,1.0,1.0,0.0,0.0,0.0,5945.0,9349.0,136.0,6616.0,10796.0,146.0,-671.0,-1447.0,-10.0,0.0,3.0,1.0,1.0,1.0,1.0,8697.0,11858.0,183.0,8422.0,15114.0,193.0,275.0,-3256.0,-10.0,0.0,3.0,1.0,1.0,1.0,2.0
1452,Gen.G,LCK,2025,LOLTMNT02_222421,Blue,Jayce,Shen,Maokai,Lulu,Ahri,Lee Sin,Jayce,Nocturne,Viktor,Jhin,Rell,0,2904.0,3943.0,71.0,2939.0,4710.0,72.0,-35.0,-767.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4576.0,6012.0,113.0,4389.0,6841.0,108.0,187.0,-829.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6472.0,8358.0,151.0,6043.0,9748.0,144.0,429.0,-1390.0,7.0,0.0,1.0,1.0,0.0,4.0,0.0,8548.0,11224.0,207.0,7970.0,12521.0,186.0,578.0,-1297.0,21.0,0.0,1.0,1.0,0.0,4.0,0.0
1453,Nongshim RedForce,LCK,2025,LOLTMNT02_222421,Red,K'Sante,Skarner,Kalista,Zyra,Azir,Taliyah,K'Sante,Zac,Orianna,Varus,Alistar,1,2939.0,4710.0,72.0,2904.0,3943.0,71.0,35.0,767.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4389.0,6841.0,108.0,4576.0,6012.0,113.0,-187.0,829.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,6043.0,9748.0,144.0,6472.0,8358.0,151.0,-429.0,1390.0,-7.0,0.0,4.0,0.0,0.0,1.0,1.0,7970.0,12521.0,186.0,8548.0,11224.0,207.0,-578.0,1297.0,-21.0,0.0,4.0,0.0,0.0,1.0,1.0
1454,Gen.G,LCK,2025,LOLTMNT02_222433,Blue,Ornn,Lulu,Shen,Caitlyn,Taliyah,Aatrox,Ornn,Pantheon,Azir,Zeri,Yuumi,1,3016.0,4403.0,73.0,3007.0,4346.0,60.0,9.0,57.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,4373.0,6501.0,107.0,5818.0,7613.0,114.0,-1445.0,-1112.0,-7.0,0.0,0.0,1.0,1.0,2.0,0.0,6049.0,8843.0,151.0,7843.0,10357.0,154.0,-1794.0,-1514.0,-3.0,0.0,0.0,1.0,1.0,3.0,0.0,7928.0,11228.0,185.0,10015.0,13307.0,200.0,-2087.0,-2079.0,-15.0,1.0,4.0,2.0,2.0,4.0,0.0
1455,Nongshim RedForce,LCK,2025,LOLTMNT02_222433,Red,Gnar,Skarner,Kalista,Zyra,Viego,Lee Sin,Gnar,Maokai,Smolder,Lucian,Nami,0,3007.0,4346.0,60.0,3016.0,4403.0,73.0,-9.0,-57.0,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,5818.0,7613.0,114.0,4373.0,6501.0,107.0,1445.0,1112.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,7843.0,10357.0,154.0,6049.0,8843.0,151.0,1794.0,1514.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,10015.0,13307.0,200.0,7928.0,11228.0,185.0,2087.0,2079.0,15.0,2.0,4.0,0.0,1.0,4.0,2.0
1456,Myth Esports,ROL,2025,LOLTMNT02_222565,Blue,K'Sante,Ivern,Hwei,Draven,Galio,Rell,K'Sante,Diana,Jayce,Varus,Braum,1,3224.0,4990.0,82.0,3965.0,4567.0,74.0,-741.0,423.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,5511.0,8013.0,116.0,5944.0,7277.0,115.0,-433.0,736.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,8033.0,11080.0,154.0,8110.0,10516.0,168.0,-77.0,564.0,-14.0,3.0,2.0,1.0,4.0,1.0,2.0,10108.0,13641.0,182.0,10180.0,12873.0,199.0,-72.0,768.0,-17.0,3.0,5.0,2.0,5.0,2.0,4.0
1457,Jörmungang,ROL,2025,LOLTMNT02_222565,Red,Ambessa,Skarner,Poppy,Lillia,Alistar,Yasuo,Ambessa,Vi,Orianna,Kalista,Zac,0,3965.0,4567.0,74.0,3224.0,4990.0,82.0,741.0,-423.0,-8.0,3.0,0.0,0.0,0.0,0.0,0.0,5944.0,7277.0,115.0,5511.0,8013.0,116.0,433.0,-736.0,-1.0,4.0,1.0,1.0,2.0,2.0,1.0,8110.0,10516.0,168.0,8033.0,11080.0,154.0,77.0,-564.0,14.0,4.0,1.0,2.0,3.0,2.0,1.0,10180.0,12873.0,199.0,10108.0,13641.0,182.0,72.0,-768.0,17.0,5.0,2.0,4.0,3.0,5.0,2.0
1458,KIA.eSuba Academy,HW,2025,LOLTMNT02_222586,Blue,Mordekaiser,Poppy,Ivern,K'Sante,Syndra,Rumble,Mordekaiser,Skarner,Aurora,Varus,Pyke,0,3386.0,4862.0,86.0,3262.0,5073.0,70.0,124.0,-211.0,16.0,0.0,2.0,1.0,1.0,0.0,1.0,4696.0,6648.0,114.0,4380.0,6932.0,93.0,316.0,-284.0,21.0,0.0,2.0,3.0,1.0,1.0,1.0,6232.0,8816.0,143.0,5735.0,9030.0,124.0,497.0,-214.0,19.0,1.0,2.0,4.0,1.0,1.0,2.0,7686.0,11296.0,180.0,7342.0,11172.0,142.0,344.0,124.0,38.0,1.0,2.0,5.0,2.0,3.0,2.0
1459,Dynamo Eclot,HW,2025,LOLTMNT02_222586,Red,Maokai,Zyra,Ezreal,Rell,Milio,Renata Glasc,Maokai,Lillia,Smolder,Corki,Alistar,1,3262.0,5073.0,70.0,3386.0,4862.0,86.0,-124.0,211.0,-16.0,1.0,0.0,1.0,0.0,2.0,1.0,4380.0,6932.0,93.0,4696.0,6648.0,114.0,-316.0,284.0,-21.0,1.0,1.0,1.0,0.0,2.0,3.0,5735.0,9030.0,124.0,6232.0,8816.0,143.0,-497.0,214.0,-19.0,1.0,1.0,2.0,1.0,2.0,4.0,7342.0,11172.0,142.0,7686.0,11296.0,180.0,-344.0,-124.0,-38.0,2.0,3.0,2.0,1.0,2.0,5.0
1460,Meavedron,HW,2025,LOLTMNT02_222600,Blue,K'Sante,Kalista,Mel,Varus,Syndra,Ahri,K'Sante,Viego,Taliyah,Xayah,Rakan,0,3349.0,4735.0,84.0,3119.0,4422.0,78.0,230.0,313.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5045.0,7577.0,130.0,5133.0,7162.0,119.0,-88.0,415.0,11.0,0.0,0.0,1.0,1.0,4.0,1.0,6923.0,10410.0,174.0,7432.0,10153.0,158.0,-509.0,257.0,16.0,0.0,0.0,3.0,1.0,8.0,1.0,,,,,,,,,,,,,,,
1461,GLORE,HW,2025,LOLTMNT02_222600,Red,Ornn,Maokai,Ambessa,Skarner,Ivern,Wukong,Ornn,Vi,Azir,Kai'Sa,Leona,1,3119.0,4422.0,78.0,3349.0,4735.0,84.0,-230.0,-313.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,5133.0,7162.0,119.0,5045.0,7577.0,130.0,88.0,-415.0,-11.0,1.0,4.0,1.0,0.0,0.0,1.0,7432.0,10153.0,158.0,6923.0,10410.0,174.0,509.0,-257.0,-16.0,1.0,8.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,
1462,Veni Vidi Vici,LVP SL,2025,LOLTMNT02_222604,Blue,Nautilus,Ambessa,Jax,Kalista,Caitlyn,Ashe,Nautilus,Brand,Tryndamere,Twitch,Taric,0,3437.0,4751.0,83.0,3221.0,4643.0,83.0,216.0,108.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5107.0,7125.0,125.0,5317.0,6797.0,119.0,-210.0,328.0,6.0,0.0,2.0,0.0,1.0,1.0,1.0,6519.0,9548.0,161.0,8686.0,10616.0,187.0,-2167.0,-1068.0,-26.0,0.0,2.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1463,Los Heretics,LVP SL,2025,LOLTMNT02_222604,Red,Camille,Ornn,Shen,Lee Sin,Malphite,Poppy,Camille,Skarner,Viktor,Xayah,Braum,1,3221.0,4643.0,83.0,3437.0,4751.0,83.0,-216.0,-108.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5317.0,6797.0,119.0,5107.0,7125.0,125.0,210.0,-328.0,-6.0,1.0,1.0,1.0,0.0,2.0,0.0,8686.0,10616.0,187.0,6519.0,9548.0,161.0,2167.0,1068.0,26.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
1464,CTBC Flying Oyster,LCP,2025,LOLTMNT02_222679,Blue,Ornn,Aurora,Ambessa,Ashe,Shen,Miss Fortune,Ornn,Zyra,Jayce,Ezreal,Leona,1,3166.0,4672.0,81.0,3118.0,4721.0,81.0,48.0,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4778.0,7930.0,127.0,4770.0,7383.0,130.0,8.0,547.0,-3.0,0.0,1.0,0.0,0.0,0.0,1.0,6125.0,9890.0,150.0,6158.0,9249.0,160.0,-33.0,641.0,-10.0,0.0,2.0,0.0,0.0,2.0,1.0,8401.0,12980.0,182.0,7627.0,11194.0,194.0,774.0,1786.0,-12.0,1.0,4.0,0.0,0.0,2.0,2.0
1465,MGN Vikings Esports,LCP,2025,LOLTMNT02_222679,Red,Rumble,Kalista,Azir,K'Sante,Jax,Galio,Rumble,Nocturne,Corki,Zeri,Rakan,0,3118.0,4721.0,81.0,3166.0,4672.0,81.0,-48.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4770.0,7383.0,130.0,4778.0,7930.0,127.0,-8.0,-547.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,6158.0,9249.0,160.0,6125.0,9890.0,150.0,33.0,-641.0,10.0,0.0,2.0,1.0,0.0,2.0,0.0,7627.0,11194.0,194.0,8401.0,12980.0,182.0,-774.0,-1786.0,12.0,0.0,2.0,2.0,1.0,4.0,0.0
1466,Divernex,HW,2025,LOLTMNT02_222751,Blue,Garen,Xin Zhao,Maokai,Orianna,Syndra,Ahri,Garen,Vi,Azir,Mel,Rell,1,3691.0,4766.0,76.0,3162.0,4618.0,80.0,529.0,148.0,-4.0,2.0,0.0,0.0,0.0,0.0,2.0,5687.0,7727.0,131.0,4791.0,7421.0,130.0,896.0,306.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,8282.0,11081.0,186.0,7226.0,10492.0,175.0,1056.0,589.0,11.0,4.0,1.0,0.0,2.0,0.0,2.0,11219.0,14517.0,225.0,8785.0,11492.0,190.0,2434.0,3025.0,35.0,8.0,2.0,0.0,3.0,0.0,3.0
1467,Dynamo Eclot Talents,HW,2025,LOLTMNT02_222751,Red,K'Sante,Ambessa,Corki,Skarner,Varus,Kai'Sa,K'Sante,Wukong,Taliyah,Ezreal,Braum,0,3162.0,4618.0,80.0,3691.0,4766.0,76.0,-529.0,-148.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4791.0,7421.0,130.0,5687.0,7727.0,131.0,-896.0,-306.0,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,7226.0,10492.0,175.0,8282.0,11081.0,186.0,-1056.0,-589.0,-11.0,2.0,0.0,2.0,4.0,1.0,0.0,8785.0,11492.0,190.0,11219.0,14517.0,225.0,-2434.0,-3025.0,-35.0,3.0,0.0,3.0,8.0,2.0,0.0
1468,Dplus KIA,LCK,2025,LOLTMNT02_222826,Blue,Jayce,K'Sante,Poppy,Xayah,Yone,Azir,Jayce,Xin Zhao,Galio,Zeri,Rakan,0,3175.0,4172.0,82.0,3337.0,5019.0,92.0,-162.0,-847.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,4815.0,6325.0,126.0,5766.0,7759.0,137.0,-951.0,-1434.0,-11.0,0.0,0.0,2.0,2.0,1.0,0.0,6657.0,9482.0,174.0,7584.0,10123.0,168.0,-927.0,-641.0,6.0,0.0,4.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
1469,Gen.G,LCK,2025,LOLTMNT02_222826,Red,Rumble,Skarner,Kalista,Ambessa,Kai'Sa,Varus,Rumble,Vi,Sylas,Ezreal,Alistar,1,3337.0,5019.0,92.0,3175.0,4172.0,82.0,162.0,847.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5766.0,7759.0,137.0,4815.0,6325.0,126.0,951.0,1434.0,11.0,2.0,1.0,0.0,0.0,0.0,2.0,7584.0,10123.0,168.0,6657.0,9482.0,174.0,927.0,641.0,-6.0,3.0,1.0,1.0,0.0,4.0,2.0,,,,,,,,,,,,,,,
1470,Dplus KIA,LCK,2025,LOLTMNT02_222827,Blue,Ambessa,Nidalee,Poppy,Yone,Renata Glasc,Zyra,Ambessa,Sejuani,Azir,Kai'Sa,Rell,0,2668.0,3213.0,59.0,2933.0,3846.0,65.0,-265.0,-633.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,4328.0,5952.0,108.0,4785.0,6925.0,119.0,-457.0,-973.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,5958.0,8125.0,147.0,7109.0,10168.0,156.0,-1151.0,-2043.0,-9.0,0.0,1.0,2.0,2.0,3.0,0.0,7807.0,10869.0,194.0,9799.0,13061.0,198.0,-1992.0,-2192.0,-4.0,0.0,2.0,3.0,4.0,6.0,0.0
1471,Gen.G,LCK,2025,LOLTMNT02_222827,Red,K'Sante,Skarner,Kalista,Lillia,Wukong,Nocturne,K'Sante,Maokai,Aurora,Varus,Braum,1,2933.0,3846.0,65.0,2668.0,3213.0,59.0,265.0,633.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4785.0,6925.0,119.0,4328.0,5952.0,108.0,457.0,973.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7109.0,10168.0,156.0,5958.0,8125.0,147.0,1151.0,2043.0,9.0,2.0,3.0,0.0,0.0,1.0,2.0,9799.0,13061.0,198.0,7807.0,10869.0,194.0,1992.0,2192.0,4.0,4.0,6.0,0.0,0.0,2.0,3.0
1472,Dplus KIA,LCK,2025,LOLTMNT02_222830,Blue,Gnar,Lee Sin,Yone,Nocturne,Hwei,Smolder,Gnar,Lillia,Ryze,Miss Fortune,Nautilus,0,3039.0,4147.0,61.0,2905.0,4542.0,60.0,134.0,-395.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4551.0,6508.0,102.0,5265.0,7459.0,113.0,-714.0,-951.0,-11.0,1.0,0.0,1.0,0.0,1.0,1.0,6714.0,9532.0,153.0,7283.0,10111.0,158.0,-569.0,-579.0,-5.0,2.0,0.0,2.0,0.0,2.0,1.0,7896.0,10782.0,177.0,9722.0,12741.0,190.0,-1826.0,-1959.0,-13.0,2.0,0.0,4.0,1.0,6.0,1.0
